category,composition,snlgroup_id 1,sg_num 1,task_id 1,snlgroup_id 2,sg_num 2,task_id 2,delta_energy,delta_bandgap,delta_volume_per_atom,rms_dist,scenario
diff. SGs,Ba1 S3 V1,34204,8,mp-542818,1992,194,mp-4227,0.0132,0.0063,0.0876,"(0.0509,0.102)",different
diff. SGs,Ba1 S3 V1,10410,20,mp-555857,1993,36,mp-3451,0.00347,0,0.0731,"(0.0465,0.071)",similar
diff. SGs,Ba1 S3 V1,10410,20,mp-555857,1992,194,mp-4227,0.0104,0,0.129,"(0.0227,0.0289)",different
diff. SGs,Ba1 S3 V1,1993,36,mp-3451,1992,194,mp-4227,0.0139,0,0.0559,"(0.0459,0.0938)",different
diff. SGs,Cu1 Ge1 Yb1,29815,186,mp-567768,5768,194,mp-5111,0.000989,0,0.0215,"(0.0689,0.0889)",similar
diff. SGs,Cd1 O6 Sr2 W1,84794,59,mp-18888,5628,14,mp-19014,0.0782,0.107,0.444,"(0.182,0.275)",different
diff. SGs,Cd1 O6 Sr2 W1,35621,87,mp-18757,13387,225,mp-18903,0.0577,0.221,0.302,"(0.0921,0.146)",different
diff. SGs,Er5 Si4,34572,62,mp-568446,34358,14,mp-775,0.00083,0,0.108,"(0.087,0.166)",similar
diff. SGs,Na2 O7 P2 Zn1,56358,14,mp-40963,22021,136,mp-6491,0.00342,0.0065,0.164,"(0.0442,0.152)",similar
diff. SGs,Cu2 O3 Sr1,84630,59,mp-3255,6949,65,mp-5938,0.00055,0,0.00181,"(0.0197,0.0352)",similar
diff. SGs,Ag10 Br3 Te4,32421,36,mp-568386,32420,63,mp-568392,0.00211,0.0464,0.0776,"(0.0829,0.178)",similar
diff. SGs,H1 In1 O2,92257,58,mp-632711,88787,31,mp-504535,0.0117,1.73,0.176,"(0.0488,0.0876)",different
diff. SGs,Mo3 O8 Sc1,151517,5,mp-632694,88327,1,mp-25572,0.00987,0.158,0.0529,"(0.0082,0.0183)",different
diff. SGs,F6 Fe1 Zr1,8353,148,mp-608338,8347,225,mp-554971,0.0319,0.0423,0.813,"(0.145,0.167)",different
same SGs,H1 Lu1 O2,150589,4,mp-625367,150588,4,mp-625370,0.00494,0.19,0.016,,
diff. SGs,Bi1 O6 Pb2 V1,43811,7,mp-704114,33939,14,mp-640883,0.00138,0.0468,0.0868,"(0.0875,0.21)",similar
diff. SGs,H2 O4 Se1,150855,4,mp-626024,88346,19,mp-23866,0.00245,0.0047,0.215,"(0.0592,0.0922)",similar
diff. SGs,Hg3 O6 S1,36190,152,mp-560316,27764,144,mp-30890,0.000924,0.0149,0.126,"(0.122,0.228)",similar
diff. SGs,P2 Zn1,26229,92,mp-2782,24984,96,mp-11025,4.36e-06,0.0003,0.0015,"(0.00484,0.00677)",similar
diff. SGs,C4 Cd1 N6,46110,58,mp-11646,28150,14,mp-636559,0.00571,0.0056,0.821,"(0.0896,0.138)",similar
diff. SGs,Al1 F6 Na3,54292,148,mp-676512,39681,71,mp-5468,0.0471,0.666,0.501,"(0.177,0.249)",different
diff. SGs,As1 Ni1,12104,36,mp-590,6382,194,mp-2346,0.000861,0,0.02,"(0.0158,0.0183)",similar
diff. SGs,H3 O3 Pr1,150639,176,mp-625447,150636,6,mp-625452,0.00203,0.0667,0.26,"(0.0916,0.272)",similar
diff. SGs,H3 O3 Pr1,150639,176,mp-625447,150984,11,mp-626361,0.00154,0.102,0.158,"(0.168,0.298)",different
diff. SGs,H3 O3 Pr1,150636,6,mp-625452,150984,11,mp-626361,0.00049,0.0348,0.103,"(0.105,0.217)",similar
diff. SGs,Fe2 O12 P3,49533,148,mp-25661,49391,167,mp-540329,0.000606,0.0094,0.641,"(0.17,0.252)",similar
diff. SGs,B4 La1 O12 Sc3,40170,15,mp-6217,21072,9,mp-554815,0.000294,0.003,0.00643,"(0.0307,0.0476)",similar
diff. SGs,Co1 La2 O4,85255,139,mp-561684,16200,64,mp-540693,0.0667,0.175,0.7,"(0.0589,0.114)",different
diff. SGs,Au1 Mg3,44806,165,mp-1557,6752,185,mp-17783,0.000231,0.0072,0.0221,"(0.0792,0.131)",similar
diff. SGs,Nb2 O12 Pb4 Ti1 Zn1,152873,1,mp-684723,152872,8,mp-684721,0.0074,0.111,0.0604,"(0.0634,0.225)",different
diff. SGs,Ba2 La1 O6 Ta1,3712,148,mp-13056,3707,12,mp-13055,0.000415,0.004,0.00412,"(0.0597,0.0944)",similar
diff. SGs,Ba3 Na1 O9 Ru2,86120,51,mp-555258,43832,194,mp-542123,0.000384,0.0627,0.0821,"(0.0334,0.0576)",similar
diff. SGs,C2 Cl4 H12 Mn1 N2,407,138,mp-569124,405,56,mp-600219,0.00141,0.0208,0.116,"(0.0531,0.0899)",similar
diff. SGs,B2 Cu2 O6 Sr1,43937,140,mp-558472,15271,121,mp-6602,0.00379,0.0587,0.0629,"(0.0594,0.11)",similar
diff. SGs,Al1 K1 O8 S2,42591,150,mp-669367,84824,164,mp-7645,0.0118,0.0296,0.11,"(0.14,0.197)",different
diff. SGs,Cu3 P1,48420,165,mp-14012,13190,185,mp-7463,0.000768,0.0246,0.0336,"(0.0786,0.148)",similar
diff. SGs,Cr1 O4 W1,85053,69,mp-609356,84826,65,mp-18785,0.0551,1.67,0.0738,"(0.0249,0.0482)",different
diff. SGs,Cr1 O4 W1,85053,69,mp-609356,8537,12,mp-608594,0.0343,0,0.104,"(0.0427,0.0847)",different
diff. SGs,Cr1 O4 W1,84826,65,mp-18785,8537,12,mp-608594,0.0894,1.67,0.178,"(0.0452,0.0698)",different
diff. SGs,Cr2 Ni1 O4,16191,227,mp-19303,9129,141,mp-19344,0.166,2.43,0.0792,"(0.0196,0.026)",different
diff. SGs,Ga1 Mn1 Ni2,2361,225,mp-20228,1748,139,mp-601285,7.14e-05,0.034,0.0374,"(5e-16,8.19e-16)",similar
diff. SGs,Cl2 Co1,153478,164,mp-696114,151490,12,mp-632413,0.00879,0.789,0.27,"(0.00764,0.00936)",different
diff. SGs,Br4 K2 Zn1,14253,4,mp-23535,14252,11,mp-23495,0.000954,0.185,0.301,"(0.0244,0.0349)",different
diff. SGs,O3 Pb1 Ti1,4145,99,mp-20459,1788,221,mp-19845,0.0391,0.232,1.24,"(0.0862,0.134)",different
diff. SGs,Mg1 Mo6 Se8,52982,2,mp-675833,52714,1,mp-675743,0.00256,0,0.0609,"(0.0564,0.214)",similar
diff. SGs,F6 S1,101017,2,mp-642824,10462,12,mp-975,0.00497,0.0482,0.901,"(0.0467,0.0926)",similar
diff. SGs,O8 Pb3 V2,12406,5,mp-25142,12405,166,mp-25110,0.0295,0.073,0.996,"(0.16,0.264)",different
diff. SGs,Br3 Cs1 Ge1,151759,8,mp-642739,15190,221,mp-570223,0.0129,1.4,2.98,"(0.0549,0.0841)",different
diff. SGs,Cu1 O6 Sb2,85575,58,mp-554658,16275,136,mp-5831,0.000821,0,0.00764,"(0.017,0.0271)",similar
diff. SGs,Ca2 Fe1 O6 W1,85066,44,mp-541519,150439,166,mp-619611,0.0403,0.761,0.293,"(0.0313,0.0582)",different
diff. SGs,Ca2 Fe1 O6 W1,85066,44,mp-541519,15493,225,mp-19059,0.013,1.65,0.371,"(0.011,0.0142)",different
diff. SGs,Ca2 Fe1 O6 W1,150439,166,mp-619611,15493,225,mp-19059,0.0273,0.889,0.0777,"(0.031,0.0585)",different
diff. SGs,Cd1 Cs1 N3 O6,22577,146,mp-6628,2573,200,mp-22378,1.01,2.44,4.99,"(0.179,0.241)",different
diff. SGs,H3 O3 Y1,150735,11,mp-625718,150721,173,mp-625677,0.00248,0.0448,0.153,"(0.199,0.294)",similar
diff. SGs,H3 O3 Y1,150735,11,mp-625718,88390,176,mp-24076,0.00359,0.113,0.117,"(0.0785,0.15)",different
diff. SGs,Ba1 O5 Ti2,28056,5,mp-555966,1742,12,mp-3943,0.00302,0.316,0.026,"(0.0262,0.0674)",different
diff. SGs,Co2 O7 P2,85683,2,mp-559953,13965,12,mp-24860,0.00325,0.055,0.013,"(0.0223,0.029)",similar
diff. SGs,Ca1 Mo1 O6 Sr2,84584,59,mp-19100,29819,14,mp-19116,0.065,0.302,0.537,"(0.187,0.276)",different
diff. SGs,K2 O7 Zn6,86346,136,mp-540728,19843,102,mp-559112,0.000982,0.0273,0.0203,"(0.0594,0.152)",similar
diff. SGs,Br6 K2 Sn1,36797,14,mp-574040,154535,128,mp-707190,0.00463,0.03,0.332,"(0.0912,0.111)",similar
diff. SGs,Ca1 Ge2 O5,85643,2,mp-554678,33904,15,mp-3707,0.000226,0.248,0.0634,"(0.0421,0.0678)",different
diff. SGs,Cr2 S3,40646,163,mp-13685,174880,143,mp-849083,0.0132,0.13,0.916,"(0.0254,0.0484)",different
diff. SGs,Cr2 S3,174879,146,mp-849081,16869,148,mp-555569,0.0351,0.42,0.0455,"(0.0254,0.0448)",different
diff. SGs,N6 Pb1,39653,62,mp-667338,17222,33,mp-620058,0.000372,0.0055,0.185,"(0.0811,0.224)",similar
diff. SGs,In1 Pd3,86186,221,mp-31337,31311,123,mp-510436,0.00065,0.0103,0.0217,"(0,0)",similar
diff. SGs,B2 K3 Nb3 O12,40396,189,mp-15248,16146,157,mp-558828,0.00362,0.425,0.149,"(0.0217,0.0352)",different
diff. SGs,Cl3 Cu1 Rb1,43460,15,mp-568857,39494,5,mp-571305,0.00103,0.0001,0.121,"(0.0494,0.0698)",similar
diff. SGs,H3 Li1 O2,150559,2,mp-625211,88271,12,mp-27281,0.000483,0.334,0.0264,"(0.138,0.232)",different
diff. SGs,Ga1 Mo4 S8,3202,160,mp-559694,3200,216,mp-2885,1.95e-05,0.032,0.0214,"(0.0129,0.0273)",similar
diff. SGs,C6 Cr1 K3 N6,35563,60,mp-645346,22542,14,mp-568773,0.00145,0.0706,0.404,"(0.0956,0.152)",similar
diff. SGs,O3 Sn1 Sr1,1825,140,mp-12867,1824,74,mp-12866,0.00552,0.0568,0.0278,"(0.0527,0.0847)",similar
diff. SGs,Cu1 F6 Zr1,7627,2,mp-560865,7626,148,mp-8096,0.000643,0.0286,0.0589,"(0.102,0.152)",similar
diff. SGs,Ag1 N1 O3,32304,61,mp-638686,43422,19,mp-669466,0.00268,0.0074,0.163,"(0.0576,0.118)",similar
diff. SGs,As1 Nd1 Pd1,13049,186,mp-8950,13048,194,mp-8949,0.000792,0,0.044,"(0.0165,0.0205)",similar
diff. SGs,Co1 Mo1 O6 Sr2,1827,87,mp-18805,86611,139,mp-560723,0.0834,0.262,0.286,"(0.0683,0.107)",different
diff. SGs,Co1 Mo1 O6 Sr2,1827,87,mp-18805,1826,225,mp-510546,0.0715,1.05,0.0979,"(0.0657,0.104)",different
diff. SGs,Co1 Mo1 O6 Sr2,86611,139,mp-560723,1826,225,mp-510546,0.0119,0.793,0.189,"(0.0223,0.0322)",different
diff. SGs,H12 Ni1 O10 S1,102779,96,mp-743594,3269,92,mp-578721,0.00138,0.0732,0.0777,"(0.0079,0.0163)",similar
diff. SGs,Ce2 O2 Sb1,152962,12,mp-685137,8828,139,mp-20356,0.0352,0.0002,0.313,"(0.0109,0.0169)",different
diff. SGs,Rb2 Te1,36113,62,mp-568745,36110,194,mp-383,0.000367,0.0007,0.11,"(0.0185,0.0224)",similar
diff. SGs,Ba1 Mn2 O6 Tb1,86457,51,mp-566190,1928,65,mp-565720,0.00841,0,0.0249,"(0.0687,0.129)",similar
diff. SGs,Ba2 O6 Sr1 W1,6050,148,mp-19078,5584,12,mp-18764,0.000724,0.103,0.0103,"(0.126,0.219)",different
diff. SGs,O2 Si1,35247,119,mp-644923,35248,44,mp-554946,0.005,0.0253,0.355,"(0.0923,0.195)",similar
diff. SGs,F3 Nd1,37867,185,mp-18511,34416,165,mp-254,0.0012,0.0516,0.0107,"(0.0671,0.112)",similar
diff. SGs,H2 La1 Na1 O9 S2,84993,144,mp-677384,3179,152,mp-557508,0.0637,0.04,0.407,"(0.0896,0.145)",different
diff. SGs,Fe4 S5,174905,3,mp-850249,155022,75,mp-850083,0.000427,0.0312,0.118,"(0.00321,0.00576)",similar
diff. SGs,O13 V7,85828,2,mp-556332,85441,1,mp-715598,0.00746,0.0306,0.00835,"(0.0267,0.0716)",similar
diff. SGs,H1 Mo2 O6,150862,6,mp-626087,150860,1,mp-626138,0.00495,0,0.245,"(0.106,0.3)",similar
diff. SGs,O17 V9,154915,1,mp-716723,86817,2,mp-565758,0.011,0.102,0.0222,"(0.0236,0.0543)",different
diff. SGs,Ba1 Mo6 S8,11684,148,mp-3835,11683,2,mp-5716,0.00219,0.0031,0.133,"(0.014,0.0278)",similar
same SGs,O2 Si1,34374,154,mp-549166,1800,154,mp-6930,0.000938,0.0012,0.254,,
diff. SGs,Bi1 O5 Pb1 V1,9813,1,mp-566459,6030,2,mp-510666,0.00157,0.0312,0.0589,"(0.0593,0.12)",similar
diff. SGs,Bi1 O5 Pb1 V1,6031,12,mp-542975,6030,2,mp-510666,0.0186,0.388,0.637,"(0.0949,0.155)",different
diff. SGs,O2 Si1,34374,154,mp-549166,1799,152,mp-7000,0.00127,0.0122,0.268,"(0.194,0.289)",similar
diff. SGs,O1 V1,154252,166,mp-714885,2550,225,mp-19184,0.124,0.319,0.45,"(2.64e-05,2.64e-05)",different
diff. SGs,Ca1 F3 K1,108466,11,mp-643749,1850,62,mp-5926,0.00185,0.0485,0.0085,"(0.111,0.166)",similar
diff. SGs,Ca1 F6 Sn1,8352,148,mp-4782,8345,225,mp-8224,0.00141,0.0302,1.02,"(0.128,0.148)",similar
diff. SGs,Co1 Cu4 O8,160816,2,mp-773271,174138,12,mp-773277,0.014,0,0.592,"(0.0333,0.0642)",different
diff. SGs,Ba2 O6 Pr1 Ru1,84663,12,mp-6183,34412,225,mp-12912,0.00484,0.0792,0.0778,"(0.08,0.12)",similar
diff. SGs,Ba3 Ca1 O9 Ru2,39808,190,mp-541485,37558,194,mp-6443,0.000963,0.0804,0.00705,"(0.0468,0.0633)",similar
diff. SGs,Ce1 Nb1 O4,29923,88,mp-557564,16128,15,mp-7550,0.00563,0,0.438,"(0.0744,0.106)",similar
diff. SGs,I1 O3 Tl1,42614,221,mp-546200,10072,160,mp-22981,0.242,2.76,3.93,"(0.107,0.111)",different
diff. SGs,H3 O3 Tb1,150626,176,mp-625416,150625,11,mp-625415,0.00214,0.0867,0.0358,"(0.123,0.23)",similar
diff. SGs,K6 O7 Ti2,86399,7,mp-560228,46289,14,mp-5455,0.000314,0.0061,0.0368,"(0.0189,0.0282)",similar
diff. SGs,Br6 Rb2 Sb1,47803,141,mp-540811,37422,88,mp-568477,0.000917,0.0061,0.0701,"(0.0494,0.0863)",similar
diff. SGs,Cu1 H2 O2,150525,4,mp-625179,88766,36,mp-505105,0.00499,0.124,0.232,"(0.136,0.261)",different
diff. SGs,Cs1 H24 O20 S2 Ti1,113332,205,mp-699489,113333,61,mp-699488,0.000431,0.0011,0.00398,"(0.017,0.0317)",similar
diff. SGs,Ba1 H2 N2 O5,88683,170,mp-541657,88678,169,mp-541221,0.000591,0.0275,0.0435,"(0.0313,0.0689)",similar
diff. SGs,Fe1 H1 Li1 O5 P1,125548,2,mp-771864,153041,1,mp-705884,0.00193,0.0978,0.0568,"(0.0441,0.0931)",similar
diff. SGs,Li1 Mo2 O4,151685,74,mp-636380,88426,15,mp-25576,0.0277,0.13,0.416,"(0.0195,0.0261)",different
diff. SGs,H2 Ti1,88024,225,mp-24161,87986,139,mp-24726,0.00192,0.0161,0.0296,"(3.35e-16,4.6e-16)",similar
diff. SGs,Dy3 Ge4,150418,36,mp-612918,16181,63,mp-655448,0.00132,0.0096,0.174,"(0.0306,0.0607)",similar
diff. SGs,Ba1 Fe1 O10 Si4,5640,18,mp-504885,2884,129,mp-603263,0.00908,0.0981,0.115,"(0.15,0.267)",similar
diff. SGs,F3 Ni1,84614,167,mp-561428,20749,148,mp-614777,0.0258,0,0.278,"(0.0197,0.0228)",different
diff. SGs,Ga1 Nb4 S8,34749,-1,mp-641874,3221,216,mp-4139,0.000497,0.0251,0.00618,"(0.0138,0.0207)",similar
diff. SGs,As1 Cr2 H1 K2 O10,100056,145,mp-744205,100055,144,mp-744181,6.91e-05,0.0171,0.00317,"(0.0377,0.149)",similar
diff. SGs,H2 Mg1 O2,150892,5,mp-626143,88167,164,mp-30247,0.00894,0.0144,0.113,"(0.161,0.224)",similar
diff. SGs,Cd1 Cr2 H14 N4 O8,87823,2,mp-24929,106377,12,mp-743876,0.00203,0.0502,0.236,"(0.0954,0.176)",similar
diff. SGs,Na4 O12 Si3 Zr2,44078,161,mp-555472,23605,167,mp-6150,0.000287,0.0109,0.0244,"(0.111,0.248)",similar
diff. SGs,Cl3 Cr1 Rb1,43459,15,mp-30027,36798,5,mp-568864,0.000764,0.0246,0.188,"(0.0205,0.0477)",similar
diff. SGs,Cs1 O4 P1 Zn1,40438,62,mp-18673,40437,33,mp-559752,0.0125,0.0776,0.37,"(0.103,0.165)",different
diff. SGs,Mn1 O3 Sr1,34715,20,mp-568977,17431,194,mp-19001,0.00833,0.184,0.0288,"(0.0386,0.0613)",different
diff. SGs,O6 Pb3 S1,10036,2,mp-559143,10035,11,mp-22023,0.00189,0.0581,0.181,"(0.0548,0.121)",similar
diff. SGs,Cu2 H12 Mg2 O15 P2,174220,9,mp-759001,155630,15,mp-740757,0.0039,0.318,0.00794,"(0.0364,0.111)",different
diff. SGs,Mn4 Si7,87409,54,mp-568121,44068,116,mp-680339,0.000622,0.705,0.0371,"(0.037,0.0754)",different
diff. SGs,Ba2 Co1 O4,84772,14,mp-19625,40131,62,mp-19602,0.00564,0.123,0.207,"(0.115,0.196)",different
diff. SGs,Cr3 S4,174874,11,mp-849071,16571,12,mp-964,0.0195,0.0052,0.643,"(0.0124,0.0209)",different
diff. SGs,F14 Fe3 Na5,85596,136,mp-554284,33843,14,mp-566089,0.0213,0.0548,0.497,"(0.157,0.277)",different
diff. SGs,Pt2 Te3,42302,12,mp-570562,11077,166,mp-541180,0.00762,0.112,0.0478,"(0.0337,0.0479)",different
diff. SGs,K1 O18 W6,152301,162,mp-690117,87180,191,mp-34278,0.000404,0.218,0.0198,"(0.031,0.0617)",different
diff. SGs,Co3 Li9 O29 P8,86854,15,mp-585361,49772,165,mp-585348,0.0198,0.963,0.399,"(0.029,0.056)",different
diff. SGs,Al4 La1,85698,44,mp-571423,44141,139,mp-21109,0.000646,0.0105,0.0116,"(0.0206,0.0308)",similar
diff. SGs,Cl3 Cs1 Cu1,51544,194,mp-675287,43455,186,mp-567366,0.000323,0.0017,0.107,"(0.0459,0.0527)",similar
diff. SGs,Cr1 Si2,25567,181,mp-11191,13016,180,mp-1222,1.48e-06,0.0002,0.00456,"(0.00279,0.00341)",similar
diff. SGs,In10 Pb6 S21,150458,2,mp-622755,152091,8,mp-662823,7.53e-05,0.284,0.00296,"(0.0104,0.0182)",different
diff. SGs,Cr1 I6 Tl4,39477,66,mp-23391,8541,128,mp-567325,0.00752,0.474,0.391,"(0.0242,0.0399)",different
diff. SGs,Ba2 Ca1 O6 W1,48219,12,mp-19098,35825,87,mp-19182,4.22e-06,0.0551,0.0276,"(0.0598,0.0866)",similar
diff. SGs,Ba2 Ca1 O6 W1,48219,12,mp-19098,6048,225,mp-18977,0.00299,0.147,0.00366,"(0.0649,0.0857)",different
diff. SGs,Ba2 Ca1 O6 W1,35825,87,mp-19182,6048,225,mp-18977,0.00299,0.0917,0.0312,"(0.0663,0.105)",similar
diff. SGs,Bi1 In1 O3,32039,62,mp-561102,32038,33,mp-556892,0.0107,0.345,0.356,"(0.1,0.184)",different
diff. SGs,La2 Mn1 Na1 O9 Ti2,152726,1,mp-694960,55090,5,mp-690559,0.000748,0.113,0.00219,"(0.0745,0.118)",different
diff. SGs,Bi10 Cu5 O29 Sr10,152117,1,mp-667638,152021,5,mp-652781,0.00438,0.0645,0.252,"(0.0303,0.188)",similar
diff. SGs,Cd1 P2,31088,92,mp-12112,10195,96,mp-913,4.45e-07,0.0685,0.00157,"(0.00533,0.00703)",similar
diff. SGs,Nb2 O12 P3,49400,2,mp-540332,38797,167,mp-17242,0.00201,0.0154,0.0158,"(0.1,0.173)",similar
diff. SGs,Mo6 S8 Sr1,38339,2,mp-8736,37652,148,mp-3043,0.000198,0,0.19,"(0.0496,0.0749)",similar
diff. SGs,Bi1 Ni1 O3,85180,11,mp-25096,84932,62,mp-646522,0.013,0.369,0.0595,"(0.0968,0.157)",different
diff. SGs,In20 Ni11 Tb4,151974,2,mp-648006,35724,12,mp-684517,0.0475,0,1.24,"(0.00897,0.0137)",different
diff. SGs,Au2 C4 N4 Zn1,36332,180,mp-647252,35043,181,mp-542891,0.00332,0.167,0.592,"(0.0351,0.0561)",different
diff. SGs,Li3 Mn2 O4,87052,74,mp-33314,50488,15,mp-691164,0.0157,0.263,0.191,"(0.0672,0.134)",different
diff. SGs,O23 Rb6 Si10,35325,189,mp-561189,35324,38,mp-555837,0.00783,0.202,0.467,"(0.144,0.281)",different
diff. SGs,Co2 Ge1 O4,87159,74,mp-561853,4391,227,mp-18758,0.0394,1.14,0.0086,"(0.0308,0.0405)",different
diff. SGs,Br1 Mn1 Sb1 Se2,151713,6,mp-639335,32270,55,mp-655834,0.000178,0.0246,0.222,"(0.11,0.237)",similar
diff. SGs,Na1 S2 Sb1,12906,15,mp-5414,9522,12,mp-557179,0.0205,0.429,0.767,"(0.0737,0.127)",different
diff. SGs,Ba2 Mo1 Nd1 O6,32143,87,mp-19389,31454,225,mp-18904,0.0173,0,0.0892,"(0.0689,0.104)",different
diff. SGs,In1 S1,24823,14,mp-630528,15110,58,mp-19795,0.0285,0.911,2.1,"(0.0871,0.117)",different
diff. SGs,Ni1 Zn1,45730,123,mp-429,30920,221,mp-1486,0.0272,0.138,0.0198,"(4.81e-17,4.81e-17)",different
diff. SGs,Ba3 O9 Sr1 Ta2,36906,176,mp-540950,29993,194,mp-540795,0.0157,0.222,0.0976,"(0.126,0.171)",different
diff. SGs,H1 Mg1 O9 P1,151523,1,mp-632723,154979,146,mp-720260,0.00192,0.0024,0.247,"(0.0119,0.0246)",similar
diff. SGs,Cu1 Li2 P1,152388,164,mp-675589,29933,194,mp-12029,0.0394,0,0.647,"(0.0204,0.0318)",different
diff. SGs,B2 O6 Zn3,48435,9,mp-559949,29920,15,mp-542833,0.000488,0.0207,0.00907,"(0.0386,0.0742)",similar
diff. SGs,H3 O3 Yb1,151003,176,mp-626429,151000,11,mp-626421,0.000862,0,0.0138,"(0.138,0.258)",similar
diff. SGs,Ba1 Eu1 Fe2 O5,151702,99,mp-639347,32338,123,mp-656144,0.186,0.268,0.0168,"(0.014,0.0202)",different
diff. SGs,Cl1 In1,41813,36,mp-571636,19172,63,mp-571555,0.000193,0.0351,0.126,"(0.012,0.0121)",similar
diff. SGs,Ca2 O6 Pd1 W1,84634,44,mp-25183,15861,225,mp-19159,0.0405,0.0074,0.511,"(0.122,0.229)",different
diff. SGs,Cl6 K2 Sn1,47365,14,mp-571453,47352,128,mp-570173,0.0066,0.207,0.186,"(0.0784,0.104)",different
diff. SGs,Li7 Nb8 O24,54312,2,mp-686097,52975,1,mp-531409,0.0289,3.21,0.0809,"(0.122,0.232)",different
diff. SGs,Bi1 Ce1,33068,221,mp-639445,25968,123,mp-635471,0.0057,0.0025,0.789,"(7.45e-17,7.45e-17)",similar
diff. SGs,Cu1 O6 V2,85311,12,mp-550086,93372,2,mp-741706,0.00734,0.091,0.264,"(0.0579,0.082)",similar
diff. SGs,Br6 K2 Te1,11457,14,mp-22963,8517,128,mp-23411,0.0125,0.264,0.65,"(0.0879,0.117)",different
diff. SGs,F2 H1 Rb1,88286,140,mp-29764,52281,46,mp-677103,0.000102,0.0246,0.00476,"(0.0858,0.162)",similar
diff. SGs,O12 P3 Rb1 Ti2,86601,148,mp-560586,14194,167,mp-6125,0.00109,0.0139,0.0388,"(0.0314,0.0472)",similar
diff. SGs,O9 V5,154255,1,mp-714932,45008,2,mp-558587,0.00847,0.238,0.0187,"(0.0209,0.0515)",different
diff. SGs,Ba2 Nd1 O6 Ru1,34413,225,mp-545735,21834,12,mp-6200,0.00317,0.0687,0.0746,"(0.0553,0.0817)",similar
diff. SGs,Fe3 Pt1,84775,123,mp-11798,26778,221,mp-1649,0.00139,0.0163,0.105,"(1.5e-05,1.88e-05)",similar
diff. SGs,Cd2 O12 S3 Tl2,45115,19,mp-556819,45084,198,mp-6067,0.000607,0.0082,0.129,"(0.142,0.234)",similar
diff. SGs,O12 P3 V2,49738,167,mp-540480,48948,2,mp-32469,0.0109,0.948,0.0213,"(0.142,0.275)",different
diff. SGs,H1 O6 W2,153135,44,mp-690112,51127,225,mp-34047,0.0168,0.242,0.0615,"(0.0197,0.0319)",different
diff. SGs,Ag2 Bi1 O3,29976,7,mp-561113,29975,34,mp-23558,0.00125,0.118,0.0458,"(0.0613,0.111)",different
diff. SGs,Ag2 Bi1 O3,29976,7,mp-561113,19793,52,mp-558712,0.00285,0.413,0.0693,"(0.0759,0.177)",different
diff. SGs,Ag2 Bi1 O3,29975,34,mp-23558,19793,52,mp-558712,0.0041,0.296,0.0235,"(0.0491,0.106)",different
diff. SGs,Co1 N6 Na3 O12,37166,166,mp-24869,22277,148,mp-19310,0.000416,0.0626,0.00405,"(0.0495,0.086)",similar
diff. SGs,Ga1 Se2 Tl1,45003,9,mp-680555,34689,15,mp-17254,0.0039,0.118,0.642,"(0.0255,0.0524)",different
diff. SGs,Ga2 Mn1 S4,150454,2,mp-622375,40851,15,mp-662815,6.93e-05,0.0049,0.0132,"(0.0103,0.0186)",similar
diff. SGs,Br3 Rb1 V1,40898,165,mp-568136,17333,185,mp-29314,1.4e-05,0.011,0.0358,"(0.0484,0.0627)",similar
diff. SGs,Na1 O12 P3 Sn2,38921,167,mp-22163,38920,148,mp-6525,0.000179,0.389,0.123,"(0.0816,0.123)",different
diff. SGs,Mo1 Ni1 O6 Sr2,2590,225,mp-25053,2336,87,mp-18940,0.00895,0.0038,0.0259,"(0.059,0.0931)",similar
diff. SGs,La1 Mg1 Na1 O6 W1,48259,12,mp-565623,38137,129,mp-566983,0.0272,0.336,0.0906,"(0.0993,0.167)",different
diff. SGs,C6 Cr1 Cs2 Li1 N6,12670,128,mp-570502,2295,14,mp-540847,3.6e-05,0.174,0.0199,"(0.0446,0.0751)",different
diff. SGs,C2 Fe5,151954,13,mp-645339,19055,15,mp-2794,0.00838,0.009,0.0324,"(0.0191,0.0388)",similar
diff. SGs,Al1 Mo4 S8,8855,160,mp-554868,8853,216,mp-3861,0.00237,0.164,0.0393,"(0.0195,0.0327)",different
diff. SGs,Cl9 Cs3 Sb2,31161,150,mp-567196,25615,164,mp-27629,0.0011,0.0758,0.257,"(0.0689,0.0859)",similar
diff. SGs,Br7 In5,38572,15,mp-568546,38254,9,mp-652621,0.0015,0.0033,0.672,"(0.0269,0.0568)",similar
diff. SGs,Cd2 Nb2 O7,35111,46,mp-560530,35110,227,mp-5472,0.00446,0.0483,0.0801,"(0.0229,0.0467)",similar
diff. SGs,Ca1 O11 P4,86319,64,mp-559985,46192,14,mp-30983,0.000201,0.0001,0.0226,"(0.0439,0.0937)",similar
diff. SGs,P1 Ta3,42141,133,mp-567846,10929,86,mp-504502,0.00497,0.0059,0.00012,"(0.0242,0.0366)",similar
diff. SGs,Fe2 O5 P1,15625,15,mp-565515,15261,141,mp-18830,0.0123,0.877,0.0204,"(0.0261,0.0439)",different
diff. SGs,Ga2 O4 Pb1,86780,9,mp-561013,15134,40,mp-20496,0.00112,0.0215,0.041,"(0.0188,0.0349)",similar
diff. SGs,Cl3 Cr1 Cs1,18708,12,mp-29616,11143,186,mp-610955,0.00929,0.0306,0.828,"(0.0455,0.087)",similar
